name,price,location,ac,air_panas,kamar_mandi_dalam,parkir,dispenser,kulkas,kursi,lemari,meja,parkir_mobil,ruang_tamu,shower,tv,wastafel,wifi,cctv,swimming_pool,kasur_bed_springbed,amenity_count,premium_count,amenity_density,has_private_bath_ac,luxury_score,is_luxury,location_tier,location_enc
Terima kos di penatih,600000,denpasar,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1111111111111111,0,0,0,1,4
Kos lengkap 950rb teuku umar barat,950000,denpasar,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,6,3,0.3333333333333333,1,1,0,1,4
Rain Residence (Tipe B),2600000,denpasar,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,12,7,0.6666666666666666,1,5,1,1,4
Sewa paviliun mezzanine fasilitas lengkap bisa bayar bulanan (Eksklusif),2800000,denpasar,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,9,6,0.5,1,4,1,1,4
Saren Bali,2500000,denpasar,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,10,6,0.5555555555555556,1,4,1,1,4
kost fasilitas lengkap di denpasar,2500000,denpasar,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,9,6,0.5,1,4,1,1,4
Kost Murah Denpasar Bali,650000,denpasar,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0.16666666666666666,0,0,0,1,4
Kost Moca Tipe A Denpasar Selatan Denpasar,2500000,denpasar,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,9,5,0.5,1,3,0,1,4
Kosanku Bali,975000,denpasar,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,8,4,0.4444444444444444,1,2,0,1,4
Kost Indah Winda Denpasar Utara Denpasar (Bangunan Baru),2100000,denpasar,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,9,4,0.5,1,2,0,1,4
Kost Mahardana Tipe VIP Denpasar Selatan Denpasar,3000000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
Kost Green Forest Standart Denpasar Timur Denpasar (Bangunan Baru),2200000,denpasar,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,10,5,0.5555555555555556,1,3,0,1,4
Kost Umah Sentosa Denpasar Barat Denpasar,3200000,denpasar,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,13,7,0.7222222222222222,1,5,1,1,4
Kost Rumah Kita,800000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0.2222222222222222,1,1,0,1,4
Kos Mahajaya Denpasar (Promo),2650000,denpasar,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,8,5,0.4444444444444444,1,4,1,1,4
Denpasar Kost Murah Fasilitas Menengah,1870000,denpasar,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,8,5,0.4444444444444444,1,3,0,1,4
"Kost Elit, Nyaman di Panjer",1750000,denpasar,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,11,6,0.6111111111111112,1,4,1,1,4
Kost Pidada V Residence Vip Ac Denpasar Utara Denpasar,2250000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
Kost Rumah Pamongan Denpasar Selatan Denpasar,3000000,denpasar,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,11,5,0.6111111111111112,1,3,0,1,4
KOS FASILITAS LENGKAP VIEW SAWAH,1250000,denpasar,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,6,4,0.3333333333333333,1,2,0,1,4
Hunian Kost Baru dan Terjangkau di Denpasar - Diasta kos,1200000,denpasar,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,0.2777777777777778,1,2,0,1,4
Kost Rumah Putih Tipe B Denpasar Selatan Denpasar,2100000,denpasar,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,8,5,0.4444444444444444,1,3,0,1,4
Kos lengkap murah dan nyaman di Denpasar (Promo),1100000,denpasar,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,10,5,0.5555555555555556,1,3,0,1,4
"Kos putri denpasar kota, tenang lengkap",1200000,denpasar,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,3,0.2777777777777778,1,1,0,1,4
Kost Vkost V Tipe V2 Denpasar Selatan Denpasar,2750000,denpasar,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,8,5,0.4444444444444444,1,3,0,1,4
full funrished,2500000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,7,5,0.3888888888888889,1,3,0,1,4
Sewa Paviliun dan Kost exclusive di Denpasar,1750000,denpasar,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,0.2777777777777778,1,3,0,1,4
Kost R Suite Vvip Denpasar Selatan Denpasar,3500000,denpasar,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,11,6,0.6111111111111112,1,4,1,1,4
"Kost Nyaman, Strategis, Luas di Jl. Ratna Denpasar",1750000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
Sewa kost di pusat kota denpasar,1200000,denpasar,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,6,4,0.3333333333333333,1,2,0,1,4
Sewa Paviliun keluarga / Pasutri Denpasar,2600000,denpasar,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,3,0.3333333333333333,1,2,0,1,4
kos murah,700000,denpasar,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,2,0.2222222222222222,0,1,0,1,4
Kos-kosan  dekat akses jl By Pass Ngurah Rai,700000,denpasar,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,2,0.2222222222222222,0,0,0,1,4
Kost The Denok Tegal Kertha Denpasar Barat Denpasar,3000000,denpasar,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,12,7,0.6666666666666666,1,5,1,1,4
Studio 1 Residence (Daily / Weekly / Monthly) (Promo),3900000,denpasar,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,12,7,0.6666666666666666,1,5,1,1,4
KOSAN BANJAR,1500000,denpasar,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,7,4,0.3888888888888889,1,2,0,1,4
Denpasar Kost Murah Fasilitas Menengah (Bulanan),1870000,denpasar,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,8,5,0.4444444444444444,1,3,0,1,4
Terima Kos-Kosan DaYOJo#elite# 081236659659,850000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,6,4,0.3333333333333333,1,3,0,1,4
Kost Caera Denpasar Selatan Denpasar,3300000,denpasar,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,13,6,0.7222222222222222,1,4,1,1,4
Kost Akila Karna 8 Family Suite Denpasar Utara Denpasar,4500000,denpasar,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,12,7,0.6666666666666666,1,5,1,1,4
"Kost exclusive Denpasar, Bali",2000000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0.2222222222222222,1,1,0,1,4
"Kos Elit - Terima Kos Harian, mingguan, dan Bulanan (Fasilit",1800000,denpasar,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,13,7,0.7222222222222222,1,5,1,1,4
Kost AbianPrasta Denpasar,3000000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,3,0.2777777777777778,1,2,0,1,4
Kost Keluarga di Denpasar,2600000,denpasar,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,9,6,0.5,1,4,1,1,4
Kost Griya Pesanggaran Denpasar Selatan,3000000,denpasar,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,12,6,0.6666666666666666,1,4,1,1,4
Sewa Kost Mingguan dan Bulanan Murah (Tipe B),1450000,denpasar,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,11,5,0.6111111111111112,1,3,0,1,4
GUEST HOUSE PELITA SARI 1,1500000,denpasar,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,9,5,0.5,1,3,0,1,4
Vkost E Kota Denpasar,2800000,denpasar,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,12,7,0.6666666666666666,1,5,1,1,4
Kos Baru (Bangunan Baru),2150000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
"Pondok Chomel, Sanur, Bali. The Studio. (Bangunan Baru)",3250000,denpasar,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.1111111111111111,1,1,0,1,4
Hokky kost kosongan Tukad Badung Utama (pinggir jalan besar),1000000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0.2222222222222222,1,1,0,1,4
Kayika House (Tipe B),1500000,denpasar,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,4,0.2777777777777778,1,2,0,1,4
Kost Merdeka,2500000,denpasar,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,11,5,0.6111111111111112,1,3,0,1,4
Full furnished appartement living room kitchen bathroom bedr,4600000,denpasar,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,13,7,0.7222222222222222,1,5,1,1,4
Rumah Kost Lengkap di pusat kota (Tipe B),800000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0.2222222222222222,1,1,0,1,4
Kost Halmahera 25 (Suite),1650000,denpasar,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,7,4,0.3888888888888889,1,2,0,1,4
kos baru murah gatsu tengah (Tipe B),650000,denpasar,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0.16666666666666666,0,0,0,1,4
Kost Gang Surya 11 Full Furnish Denpasar Selatan Denpasar (Bangunan Baru),1800000,denpasar,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,10,4,0.5555555555555556,1,2,0,1,4
Kost Hotel Tiana Denpasar Utara Denpasar,2300000,denpasar,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,9,5,0.5,1,3,0,1,4
kos elite apartemen sanur (Tipe B),3000000,denpasar,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,9,7,0.5,1,5,1,1,4
Kost Lengkap Nyaman Murah di Teuku Umar Barat (Marlboro) Den (Eksklusif),2000000,denpasar,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,8,6,0.4444444444444444,1,4,1,1,4
Kost Geria Denpasar Selatan Denpasar,3300000,denpasar,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,13,6,0.7222222222222222,1,5,1,1,4
Kamar Kost Krobokan Raya,3500000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
Kost Bali Yuai Tipe A Denpasar Barat (Bangunan Baru),2500000,denpasar,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,6,3,0.3333333333333333,1,1,0,1,4
Sewa Kamar Kos Di Denpasar Bali,900000,denpasar,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,6,3,0.3333333333333333,0,2,0,1,4
Kost The Manikan Deluxe Denpasar Utara Denpasar (Suite),3500000,denpasar,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,7,4,0.3888888888888889,1,2,0,1,4
Kost Ddeks Home Stay Denpasar Timur Denpasar,3000000,denpasar,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,12,7,0.6666666666666666,1,5,1,1,4
Kost Nalia Denpasar Selatan Denpasar (Suite),1800000,denpasar,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,10,5,0.5555555555555556,1,3,0,1,4
kost fasilitas lengkap,2500000,denpasar,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,8,6,0.4444444444444444,1,5,1,1,4
Kos Murah Nyaman dan Strategis di Renon Dekat Sanur (Eksklusif),850000,denpasar,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1111111111111111,0,0,0,1,4
KOST MURAH!! LOKASI STRATEGIS D TENGAH KOTA,1200000,denpasar,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,6,3,0.3333333333333333,1,2,0,1,4
Kost Jobal Living House Reguler Denpasar Selatan Denpasar,3000000,denpasar,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,11,7,0.6111111111111112,1,5,1,1,4
Kost Omah Akasia Denpasar Timur Denpasar,2500000,denpasar,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,11,5,0.6111111111111112,1,3,0,1,4
Kost Murah Harga Terjangkau DENPASAR (Eksklusif),1700000,denpasar,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,14,8,0.7777777777777778,1,6,1,1,4
Hunian Nyaman di Denpasar Selatan,1200000,denpasar,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1111111111111111,0,0,0,1,4
Sewa Kamar Kost Putri Sekitar Kampus Unud Sudirman,600000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
Kost TSM Bali (full furnished) (Bangunan Baru),1700000,denpasar,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,11,6,0.6111111111111112,1,4,1,1,4
Kost Melati Executive A Denpasar Barat Denpasar (Bangunan Baru),2200000,denpasar,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,10,5,0.5555555555555556,1,3,0,1,4
Kost seperti homestay (Tipe B),2350000,denpasar,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0.16666666666666666,1,2,0,1,4
Kost Cempaka Denpasar Selatan Denpasar,2300000,denpasar,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,5,1,0.2777777777777778,0,0,0,1,4
"Pondiok Chomel in Sanur, Bali. The Suite",4200000,denpasar,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.1111111111111111,1,1,0,1,4
Kost Saka Pedungan Denpasar Selatan (Bangunan Baru),1300000,denpasar,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0.16666666666666666,0,0,0,1,4
Kost Vkost Elite Tipe E1 Denpasar Selatan Denpasar,3050000,denpasar,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,10,6,0.5555555555555556,1,4,1,1,4
Studio 1 Residence (Daily / Weekly / Monthly) (Bangunan Baru),3650000,denpasar,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,12,7,0.6666666666666666,1,5,1,1,4
Kost Paramita Tipe C Denpasar Utara Denpasar,2200000,denpasar,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,8,4,0.4444444444444444,1,2,0,1,4
kost murah di denpasar Finolia residance syariah (Bangunan Baru),1750000,denpasar,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,9,6,0.5,1,4,1,1,4
Kost Aman dan Nyaman Putra/Putri (Eksklusif),650000,denpasar,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1111111111111111,0,0,0,1,4
Kost Oceani Exclusive Denpasar Timur Denpasar,2800000,denpasar,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,14,7,0.7777777777777778,1,5,1,1,4
Kos panjer deket kampus udayana,900000,denpasar,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1111111111111111,0,0,0,1,4
Kost Aman dan Nyaman Putra/Putri,600000,denpasar,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1111111111111111,0,0,0,1,4
Permata Kost Bali (Suite),1800000,denpasar,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,11,6,0.6111111111111112,1,4,1,1,4
Kost Made Bali Tipe A Denpasar Barat Denpasar,2200000,denpasar,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,1,12,6,0.6666666666666666,1,4,1,1,4
Kos tenang dukuhsari sesetan,750000,denpasar,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.16666666666666666,1,1,0,1,4
Kost Green Forest Standart Denpasar Timur Denpasar,2510000,denpasar,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,10,5,0.5555555555555556,1,3,0,1,4
Kost Nikki La Executive Denpasar Selatan Denpasar (Tipe B),2650000,denpasar,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,13,7,0.7222222222222222,1,5,1,1,4
Kost Gang Surya 11 Full Furnish Denpasar Selatan Denpasar,2000000,denpasar,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,10,4,0.5555555555555556,1,2,0,1,4
Kost Murah Daerah Denpasar (Bangunan Baru),2750000,denpasar,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,8,6,0.4444444444444444,1,4,1,1,4
Kost Tukad Melangit Panjer Tipe A Denpasar Selatan Denpasar,2503000,denpasar,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5,3,0.2777777777777778,1,1,0,1,4
Kost Badak Agung Exclusive Denpasar,1400000,denpasar,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,8,4,0.4444444444444444,1,3,0,1,4
Stay At Renon,1020000,denpasar,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,11,7,0.6111111111111112,1,5,1,1,4
Kost Putri Singaraja Buleleng Bali (Tipe B),4400000,denpasar,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,7,3,0.3888888888888889,0,1,0,1,4
Kost Anyelir (Promo),1500000,denpasar,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,8,6,0.4444444444444444,1,4,1,1,4
Kost TSM Bali (full furnished),1600000,denpasar,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,11,6,0.6111111111111112,1,4,1,1,4
Kost Murah Harga Terjangkau DENPASAR,1500000,denpasar,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,14,8,0.7777777777777778,1,6,1,1,4
Rumah Kost Lengkap di pusat kota,800000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0.2222222222222222,1,1,0,1,4
Kost JC Boutique Superior Denpasar Selatan Denpasar,3150000,denpasar,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,14,7,0.7777777777777778,1,5,1,1,4
Kost Dejabu Studio Denpasar Selatan Denpasar (Suite),3800000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
Kos Sawah View (Tipe B),1100000,denpasar,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,9,6,0.5,1,4,1,1,4
BAMBOO RESIDENCE (Tipe B),1750000,denpasar,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,7,3,0.3888888888888889,1,2,0,1,4
Kos area Dalung,700000,denpasar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.05555555555555555,0,0,0,1,4
Kost Nalia Denpasar Selatan Denpasar,1600000,denpasar,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,10,5,0.5555555555555556,1,3,0,1,4
Ni made sri ermawati (Eksklusif),750000,denpasar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,4
Kost full furnished (Promo),1400000,denpasar,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0.16666666666666666,1,2,0,1,4
Kost Putra Nyaman Strategis Full wifi dekat TSM,1400000,denpasar,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,9,5,0.5,1,3,0,1,4
Sewa Paviliun Murah Fasilitas Lengkap,2500000,denpasar,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1111111111111111,0,0,0,1,4
Kosanmu Bali,1400000,denpasar,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,12,7,0.6666666666666666,1,5,1,1,4
Kost I Ketut SBY Tipe A Denpasar Selatan Denpasar,2000000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
Kost The Manikan Deluxe Denpasar Utara Denpasar (Suite),3700000,denpasar,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,7,4,0.3888888888888889,1,2,0,1,4
Kost Saka Pedungan Denpasar Selatan,1500000,denpasar,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0.16666666666666666,0,0,0,1,4
Kost Bali Yuai Tipe A Denpasar Barat,2300000,denpasar,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,6,3,0.3333333333333333,1,1,0,1,4
Kos Nyaman Renon Denpasar,2000000,denpasar,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,8,6,0.4444444444444444,1,4,1,1,4
"Kost Strategis di Renon Denpasar dekat Panjer,Sanglah,Sanur",725000,denpasar,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0.16666666666666666,0,0,0,1,4
Kost Naiika Co Living Tipe Single Room Denpasar Selatan Denpasar,4000000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
Penginapan Budha Kebar,1700000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,6,4,0.3333333333333333,1,3,0,1,4
Kost full furnished,1500000,denpasar,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0.16666666666666666,1,2,0,1,4
Penginapan Budha Kebar (Tipe B),1500000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,6,4,0.3333333333333333,1,3,0,1,4
Kost PUTRI Bali Double Room (bisa berdua) Monang-Maning Denp (Bangunan Baru),2450000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,6,4,0.3333333333333333,1,2,0,1,4
Kost Elite di Renon (Tipe B),1700000,denpasar,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,9,7,0.5,1,5,1,1,4
Kos Murah Nyaman dan Strategis di Renon Dekat Sanur,800000,denpasar,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1111111111111111,0,0,0,1,4
Kos Murah (Suite),650000,denpasar,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.1111111111111111,0,0,0,1,4
Kost Dauh Tubuh Residence Tipe B Denpasar Selatan Denpasar (Bangunan Baru),3100000,denpasar,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,10,6,0.5555555555555556,1,4,1,1,4
Kost Lengkap & nyaman (Bangunan Baru),2800000,denpasar,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0.2222222222222222,1,3,0,1,4
Kos kosan murah di renon (Eksklusif),700000,denpasar,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0.16666666666666666,0,0,0,1,4
Kost Modern Kunti Seminyak Bali,2600000,denpasar,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,7,6,0.3888888888888889,1,5,1,1,4
Kost Malano Residence Executive 1 Denpasar Selatan Denpasar (Eksklusif),2600000,denpasar,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,10,6,0.5555555555555556,1,4,1,1,4
Studio 1 Residence (Daily / Weekly / Monthly),3400000,denpasar,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,12,7,0.6666666666666666,1,5,1,1,4
kost dipusat kota Denpasar,1300000,denpasar,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.16666666666666666,1,1,0,1,4
"Kostku79 bersih, tenang dan nyaman. (Bangunan Baru)",1550000,denpasar,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,10,5,0.5555555555555556,1,3,0,1,4
"kost murah berfasilitas lengkap di denpasar, bali",1500000,denpasar,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,13,7,0.7222222222222222,1,5,1,1,4
"Kost dengan Fasilitas Lengkap di Gelogor Carik, Denpasar - B",1100000,denpasar,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,11,7,0.6111111111111112,1,5,1,1,4
KOS KOMPLIT  DENPASAR,2700000,denpasar,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,10,7,0.5555555555555556,1,5,1,1,4
Lili Residence,3000000,denpasar,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,3,0.2777777777777778,1,2,0,1,4
ã€Renonã€‘Kos Putri Lengkap(1orang/kmr),1700000,denpasar,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,9,6,0.5,1,4,1,1,4
Graha Mahardana (Tipe B),1650000,denpasar,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0.2222222222222222,1,2,0,1,4
Kost Anyelir,1500000,denpasar,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,8,6,0.4444444444444444,1,4,1,1,4
Kos Sawah View,1250000,denpasar,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,9,6,0.5,1,4,1,1,4
BAMBOO RESIDENCE,1800000,denpasar,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,7,3,0.3888888888888889,1,2,0,1,4
Fun Living Guest House (Executive Studio) - Premium Serviced,4800000,denpasar,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,12,7,0.6666666666666666,1,5,1,1,4
TERIMA KOST LENGKAP DAN MURAH! LOKASI STRATEGIS!,1100000,denpasar,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,7,4,0.3888888888888889,1,2,0,1,4
Kost Kana Residence Tipe A Denpasar Barat Denpasar,3200000,denpasar,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,12,6,0.6666666666666666,1,4,1,1,4
Dewata Kost (Eksklusif),800000,denpasar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,4
Kos BEKISAR Residence Denpasar Selatan Promo,1500000,denpasar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.05555555555555555,0,0,0,1,4
Mesari Kost Denpasar,2800000,denpasar,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,13,6,0.7222222222222222,1,4,1,1,4
